datapointID,class_label,spline_coeffs,stability_index
train_08260,-1,0.00000;0.04979;0.24192;0.25516;0.54504;0.65467;0.76102;0.78708;0.86832;1.00000,0.5510408153495583
train_08261,39,0.00000;0.12806;0.16780;0.25338;0.38342;0.43558;0.43983;0.53528;0.87471;1.00000,0.4421914354094454
train_08262,-1,0.00000;0.29303;0.33041;0.48820;0.49570;0.55031;0.61559;0.63716;0.80189;1.00000,0.5796833334820436
train_08263,5,0.00000;0.04857;0.08250;0.10369;0.14017;0.49458;0.57932;0.70483;0.71124;1.00000,0.6428805545172136
train_08264,10,0.00000;0.05679;0.16251;0.16350;0.45950;0.65287;0.74815;0.96141;0.96582;1.00000,0.5482089460604115
train_08265,3,0.00000;0.01792;0.03147;0.46445;0.59246;0.67620;0.70428;0.88764;0.91251;1.00000,0.6510705861240698
train_08266,-1,0.00000;0.47678;0.48759;0.57350;0.68294;0.75062;0.81292;0.92671;0.97443;1.00000,0.3100024680266662
train_08267,45,0.00000;0.08667;0.34529;0.58741;0.60382;0.72142;0.79397;0.80257;0.89942;1.00000,0.37118637621210726
train_08268,47,0.00000;0.06600;0.13845;0.25746;0.44315;0.49892;0.84392;0.84576;0.93461;1.00000,0.4616848892828167
train_08269,33,0.00000;0.29496;0.34278;0.35694;0.37750;0.40244;0.46653;0.68604;0.92309;1.00000,0.3986502637766882
train_08270,11,0.00000;0.11615;0.14579;0.19608;0.23656;0.26584;0.61926;0.77514;0.97517;1.00000,0.5721795958135836
train_08271,12,0.00000;0.04425;0.20193;0.21166;0.24833;0.31190;0.55550;0.60800;0.93104;1.00000,0.5057176461300975
train_08272,34,0.00000;0.03949;0.12153;0.32687;0.52396;0.86605;0.86641;0.90416;0.95709;1.00000,0.4099742944706394
train_08273,26,0.00000;0.04510;0.05028;0.14174;0.50962;0.53208;0.54980;0.55993;0.89238;1.00000,0.5908390272423855
train_08274,4,0.00000;0.20161;0.20727;0.29232;0.64077;0.76353;0.77003;0.81634;0.86470;1.00000,0.3467206704785955
train_08275,21,0.00000;0.05543;0.06470;0.20011;0.29603;0.31265;0.48414;0.67548;0.74656;1.00000,0.3630402918581258
train_08276,48,0.00000;0.09873;0.14436;0.54898;0.60235;0.60299;0.70480;0.77556;0.79605;1.00000,0.6166075960633792
train_08277,8,0.00000;0.23501;0.26731;0.53077;0.68162;0.83469;0.88916;0.94177;0.99629;1.00000,0.5655328435332853
train_08278,-1,0.00000;0.02874;0.04531;0.19543;0.24373;0.58252;0.65279;0.86679;0.89278;1.00000,0.34642918444051346
train_08279,39,0.00000;0.06665;0.12130;0.17206;0.30692;0.33628;0.48123;0.86138;0.89422;1.00000,0.5436267635998957
train_08280,44,0.00000;0.08113;0.13619;0.20858;0.43059;0.53930;0.55747;0.82666;0.90917;1.00000,0.49023870962410443
train_08281,-1,0.00000;0.06483;0.08731;0.35252;0.38276;0.50550;0.62098;0.63513;0.72553;1.00000,0.5169688164764137
train_08282,-1,0.00000;0.31717;0.56686;0.68546;0.72572;0.83076;0.89690;0.91475;0.99572;1.00000,0.2532520754343001
train_08283,6,0.00000;0.02693;0.11433;0.25433;0.26720;0.46313;0.51598;0.66421;0.88631;1.00000,0.3811390521297974
train_08284,27,0.00000;0.12435;0.22637;0.30255;0.50402;0.59438;0.68854;0.70730;0.89704;1.00000,0.4722398054156896
train_08285,11,0.00000;0.01638;0.23724;0.37546;0.46319;0.48024;0.62163;0.73521;0.77109;1.00000,0.5281011269545939
train_08286,-1,0.00000;0.25366;0.38530;0.49139;0.50349;0.57495;0.69101;0.72452;0.88325;1.00000,0.528054806769045
train_08287,7,0.00000;0.47234;0.51755;0.52870;0.67427;0.68583;0.80406;0.89216;0.90470;1.00000,0.4105314627687342
train_08288,2,0.00000;0.08671;0.28023;0.34711;0.35460;0.35955;0.40015;0.42751;0.66089;1.00000,0.2826467457346292
train_08289,25,0.00000;0.00812;0.01073;0.07489;0.16603;0.31830;0.45383;0.45951;0.79165;1.00000,0.16346255328008752
train_08290,33,0.00000;0.06091;0.07370;0.19536;0.32751;0.33571;0.60882;0.63529;0.98214;1.00000,0.31932945657127165
train_08291,33,0.00000;0.03589;0.36167;0.61623;0.66841;0.67346;0.68525;0.69230;0.79385;1.00000,0.4308717376726231
train_08292,-1,0.00000;0.00509;0.05354;0.09566;0.49388;0.63885;0.73353;0.88837;0.96182;1.00000,0.4098940184678374
train_08293,23,0.00000;0.06126;0.20310;0.35260;0.49983;0.55558;0.66734;0.79723;0.98357;1.00000,0.35157395997843877
train_08294,34,0.00000;0.09616;0.12447;0.13365;0.16380;0.48683;0.68899;0.77622;0.87793;1.00000,0.5245793584514638
train_08295,-1,0.00000;0.12034;0.18661;0.49621;0.59681;0.68063;0.80933;0.85928;0.98022;1.00000,0.30444681412374497
train_08296,-1,0.00000;0.05942;0.13318;0.23418;0.34408;0.43192;0.53236;0.60707;0.90414;1.00000,0.5934528303476315
train_08297,48,0.00000;0.11275;0.26767;0.27219;0.27904;0.38639;0.42614;0.66415;0.86502;1.00000,0.513238104046553
train_08298,-1,0.00000;0.10584;0.11056;0.24078;0.31799;0.46760;0.54059;0.58208;0.72781;1.00000,0.5724953312119536
train_08299,30,0.00000;0.13955;0.24919;0.33081;0.36885;0.69479;0.73830;0.76294;0.87559;1.00000,0.4796608395336278
train_08300,-1,0.00000;0.01872;0.17377;0.22731;0.23284;0.56620;0.60049;0.77419;0.97571;1.00000,0.48026363133630184
train_08301,-1,0.00000;0.03494;0.05896;0.21154;0.46656;0.47162;0.63857;0.66047;0.93501;1.00000,0.6002061025939653
train_08302,-1,0.00000;0.08593;0.25437;0.37034;0.37521;0.65704;0.68475;0.87175;0.93824;1.00000,0.4434756865380012
train_08303,30,0.00000;0.02505;0.03373;0.39201;0.40738;0.68209;0.71345;0.90925;0.95388;1.00000,0.6174220391908563
train_08304,-1,0.00000;0.04374;0.06602;0.07164;0.16867;0.32778;0.37450;0.60107;0.91618;1.00000,0.4861038583134748
train_08305,-1,0.00000;0.11408;0.19816;0.32596;0.57028;0.62378;0.63697;0.90671;0.96347;1.00000,0.6952375950557371
train_08306,-1,0.00000;0.28257;0.32550;0.55280;0.60674;0.70965;0.80305;0.92027;0.96015;1.00000,0.43172333058827783
train_08307,-1,0.00000;0.09936;0.10526;0.28155;0.45097;0.48821;0.50949;0.58053;0.58305;1.00000,0.3022429311183167
train_08308,4,0.00000;0.15301;0.30875;0.44221;0.71072;0.84907;0.85642;0.86756;0.91856;1.00000,0.49946531175940145
train_08309,4,0.00000;0.07755;0.12197;0.19287;0.22397;0.24762;0.39458;0.41304;0.77074;1.00000,0.441141860547544
train_08310,44,0.00000;0.01189;0.43125;0.43463;0.51666;0.55300;0.65865;0.69972;0.73668;1.00000,0.546195864749604
train_08311,-1,0.00000;0.05484;0.26924;0.31920;0.33061;0.39850;0.80598;0.82163;0.91880;1.00000,0.4594813960310151
train_08312,-1,0.00000;0.03030;0.15731;0.17026;0.21339;0.45331;0.51941;0.61679;0.70912;1.00000,0.44336060073674183
train_08313,-1,0.00000;0.11737;0.13757;0.14691;0.27914;0.32349;0.34445;0.57516;0.77850;1.00000,0.42994928195252863
train_08314,19,0.00000;0.00141;0.32956;0.37519;0.55060;0.71572;0.74777;0.79836;0.93487;1.00000,0.5773312173235825
train_08315,23,0.00000;0.00915;0.06662;0.08656;0.19200;0.28161;0.28635;0.34562;0.88293;1.00000,0.5242732717940383
train_08316,3,0.00000;0.06925;0.15095;0.22227;0.30312;0.63432;0.68362;0.78293;0.91524;1.00000,0.47620415678458383
train_08317,6,0.00000;0.08441;0.31851;0.54813;0.77548;0.84659;0.86521;0.87585;0.95336;1.00000,0.455846550337509
train_08318,9,0.00000;0.13538;0.29514;0.30181;0.37133;0.37800;0.67085;0.99481;0.99880;1.00000,0.369314205253697
train_08319,1,0.00000;0.01014;0.02463;0.17957;0.25986;0.32386;0.38780;0.77917;0.94398;1.00000,0.5575825361220061
train_08320,14,0.00000;0.13686;0.21017;0.25599;0.60392;0.72956;0.80430;0.88357;0.98352;1.00000,0.510131215835838
train_08321,41,0.00000;0.00628;0.37602;0.40140;0.41061;0.71004;0.73486;0.89595;0.91431;1.00000,0.5030490498956312
train_08322,12,0.00000;0.12511;0.25025;0.53428;0.61330;0.67960;0.79888;0.85931;0.98364;1.00000,0.3226906982216841
train_08323,-1,0.00000;0.01892;0.20482;0.21603;0.24125;0.73188;0.83703;0.85885;0.98431;1.00000,0.6707667959936311
train_08324,0,0.00000;0.19053;0.33195;0.42009;0.43242;0.44938;0.50919;0.70052;0.86819;1.00000,0.41098467471438827
train_08325,48,0.00000;0.04947;0.10632;0.27375;0.33597;0.36585;0.42240;0.59456;0.67152;1.00000,0.43655362321303315
train_08326,22,0.00000;0.07751;0.18207;0.43687;0.67400;0.76548;0.83106;0.84537;0.98571;1.00000,0.3599258520776537
train_08327,5,0.00000;0.34452;0.43156;0.43696;0.49788;0.57649;0.69088;0.79580;0.91670;1.00000,0.47149572524951033
train_08328,15,0.00000;0.01202;0.23974;0.34449;0.36068;0.62292;0.64920;0.71911;0.98149;1.00000,0.5766080522692112
train_08329,49,0.00000;0.15199;0.19964;0.27628;0.28821;0.32289;0.37886;0.40199;0.69513;1.00000,0.3621732334071803
train_08330,-1,0.00000;0.19895;0.40646;0.50914;0.52847;0.53505;0.69501;0.80389;0.98562;1.00000,0.489207684783771
train_08331,20,0.00000;0.00554;0.34558;0.52854;0.55682;0.64679;0.71619;0.84861;0.91899;1.00000,0.29548570783509565
train_08332,-1,0.00000;0.06324;0.18261;0.33186;0.55345;0.85249;0.92796;0.93579;0.96868;1.00000,0.38225279128717826
train_08333,-1,0.00000;0.15034;0.24728;0.38056;0.40939;0.59963;0.64112;0.74979;0.87030;1.00000,0.3085762328706274
train_08334,-1,0.00000;0.04500;0.16196;0.27138;0.33527;0.38830;0.51178;0.59563;0.60016;1.00000,0.4068899054134364
train_08335,7,0.00000;0.00264;0.20919;0.32298;0.48112;0.49033;0.59750;0.75605;0.86594;1.00000,0.30639445885171074
train_08336,-1,0.00000;0.01051;0.08645;0.48762;0.62042;0.62928;0.63677;0.67302;0.69118;1.00000,0.43025620819428434
train_08337,20,0.00000;0.14490;0.18545;0.20078;0.27570;0.52180;0.59147;0.86506;0.90242;1.00000,0.41212406745309743
train_08338,29,0.00000;0.13338;0.25837;0.27285;0.37288;0.40658;0.62920;0.67139;0.67334;1.00000,0.536328091419161
train_08339,14,0.00000;0.07476;0.24278;0.26533;0.63519;0.73337;0.76306;0.86937;0.94620;1.00000,0.4523782510406183
train_08340,21,0.00000;0.31862;0.49906;0.53710;0.58772;0.59572;0.71724;0.72849;0.80937;1.00000,0.6509266292859661
train_08341,21,0.00000;0.01100;0.09943;0.17888;0.18152;0.39239;0.55635;0.77698;0.90643;1.00000,0.562647749794465
train_08342,2,0.00000;0.07246;0.13309;0.29483;0.56448;0.84199;0.85654;0.91173;0.97879;1.00000,0.580409477544818
train_08343,38,0.00000;0.03528;0.08998;0.28281;0.32927;0.44590;0.50115;0.53489;0.55310;1.00000,0.4374444573274841
train_08344,28,0.00000;0.06023;0.31886;0.33453;0.55481;0.63090;0.75652;0.85732;0.97863;1.00000,0.45048796325527024
train_08345,5,0.00000;0.01863;0.05760;0.26342;0.54272;0.60837;0.76126;0.81221;0.99392;1.00000,0.24048024134162813
train_08346,11,0.00000;0.12238;0.30131;0.32230;0.45661;0.82320;0.89843;0.96298;0.99050;1.00000,0.4444504385023638
train_08347,6,0.00000;0.04044;0.20396;0.45016;0.48649;0.64354;0.73424;0.84575;0.96533;1.00000,0.48912152227559286
train_08348,31,0.00000;0.18864;0.21105;0.30019;0.32028;0.36946;0.91544;0.92952;0.96346;1.00000,0.565526059305779
train_08349,13,0.00000;0.23674;0.39496;0.42512;0.43997;0.47629;0.56685;0.81654;0.96975;1.00000,0.49241966628268075
train_08350,28,0.00000;0.08149;0.08953;0.11075;0.26917;0.31369;0.50215;0.67277;0.91659;1.00000,0.3948933182499957
train_08351,40,0.00000;0.00939;0.01982;0.22695;0.25729;0.42642;0.50919;0.55889;0.71356;1.00000,0.6335323403092852
train_08352,29,0.00000;0.01965;0.04310;0.25953;0.29345;0.40118;0.41667;0.61301;0.94850;1.00000,0.521097042833124
train_08353,34,0.00000;0.01660;0.09555;0.32323;0.39886;0.49906;0.50163;0.75005;0.88334;1.00000,0.40131465393926735
train_08354,17,0.00000;0.18800;0.43227;0.45397;0.54529;0.68837;0.73453;0.81397;0.94800;1.00000,0.6649062872455399
train_08355,4,0.00000;0.25896;0.32043;0.61802;0.74375;0.81476;0.82154;0.82390;0.82832;1.00000,0.42522523612752783
train_08356,24,0.00000;0.17993;0.21365;0.29157;0.45491;0.47921;0.48385;0.63492;0.89205;1.00000,0.39967148395099195
train_08357,25,0.00000;0.09990;0.15061;0.16249;0.26904;0.35719;0.44571;0.58509;0.93221;1.00000,0.6039126779177423
train_08358,-1,0.00000;0.02218;0.09326;0.15584;0.27002;0.61474;0.66316;0.92818;0.93774;1.00000,0.650303404753538
train_08359,1,0.00000;0.16852;0.30144;0.35788;0.37429;0.38337;0.50439;0.73798;0.91651;1.00000,0.6748468143412915
train_08360,-1,0.00000;0.03326;0.16381;0.65491;0.68613;0.79925;0.80036;0.86146;0.91068;1.00000,0.5630004724584565
train_08361,34,0.00000;0.20821;0.28751;0.55347;0.57911;0.58377;0.61197;0.76113;0.76306;1.00000,0.6347179643880873
train_08362,48,0.00000;0.24842;0.31158;0.32839;0.41205;0.47448;0.55047;0.69603;0.97187;1.00000,0.5088216191956028
train_08363,36,0.00000;0.05643;0.14391;0.30840;0.33920;0.38539;0.41971;0.63895;0.95956;1.00000,0.4429493718512808
train_08364,-1,0.00000;0.03440;0.11042;0.20077;0.21892;0.47386;0.72861;0.87497;0.94626;1.00000,0.5312373909292383
train_08365,32,0.00000;0.09069;0.25852;0.29542;0.31517;0.37543;0.88507;0.94867;0.98539;1.00000,0.5001996125658108
train_08366,8,0.00000;0.05009;0.19243;0.43750;0.43916;0.46468;0.53597;0.58224;0.61301;1.00000,0.4496784011347009
train_08367,44,0.00000;0.14071;0.23670;0.30398;0.33218;0.48027;0.58352;0.66682;0.91070;1.00000,0.46553976608738457
train_08368,44,0.00000;0.13315;0.20119;0.23320;0.45099;0.65773;0.73388;0.78628;0.89996;1.00000,0.5181147943646469
train_08369,4,0.00000;0.11082;0.14801;0.18566;0.30306;0.34900;0.36292;0.49865;0.96592;1.00000,0.4443153848063891
train_08370,-1,0.00000;0.08045;0.20245;0.20258;0.48669;0.52911;0.53119;0.56551;0.82836;1.00000,0.6596192781609911
train_08371,32,0.00000;0.06631;0.08159;0.12011;0.20694;0.44443;0.53534;0.58511;0.62143;1.00000,0.24236385824042866
train_08372,41,0.00000;0.06379;0.06782;0.21011;0.54098;0.69377;0.73222;0.88787;0.99938;1.00000,0.5692588195928491
train_08373,49,0.00000;0.15997;0.33474;0.51534;0.72915;0.75197;0.76096;0.89837;0.97966;1.00000,0.41643323031232227
train_08374,1,0.00000;0.00756;0.08101;0.08792;0.52068;0.54425;0.61553;0.72311;0.83874;1.00000,0.40322695729927577
train_08375,25,0.00000;0.11138;0.11777;0.27807;0.28429;0.54375;0.54425;0.58132;0.83112;1.00000,0.4877247031614993
train_08376,45,0.00000;0.09678;0.20959;0.28237;0.38348;0.44825;0.54138;0.77064;0.93943;1.00000,0.3367308559208974
train_08377,9,0.00000;0.09889;0.26399;0.31093;0.35025;0.41182;0.67824;0.82302;0.83771;1.00000,0.4785494487428071
train_08378,14,0.00000;0.00541;0.09609;0.12111;0.18683;0.28267;0.31588;0.38805;0.39814;1.00000,0.24749455247393415
train_08379,28,0.00000;0.28251;0.40780;0.52080;0.59744;0.66762;0.76723;0.83695;0.85558;1.00000,0.43947736211435284
train_08380,29,0.00000;0.07390;0.12259;0.14492;0.26526;0.55618;0.93483;0.95609;0.97242;1.00000,0.49770916632771056
train_08381,14,0.00000;0.05852;0.33437;0.40923;0.56263;0.66364;0.75160;0.83145;0.87442;1.00000,0.4857361486020214
train_08382,19,0.00000;0.00468;0.03170;0.28661;0.53224;0.65054;0.66170;0.84279;0.91545;1.00000,0.6002071191664462
train_08383,27,0.00000;0.14064;0.15091;0.17609;0.32591;0.58485;0.62017;0.65176;0.77834;1.00000,0.5170462630921784
train_08384,1,0.00000;0.06034;0.13112;0.16158;0.17440;0.40952;0.60875;0.74953;0.87834;1.00000,0.5900988144863085
train_08385,0,0.00000;0.14671;0.21233;0.23688;0.34926;0.48114;0.64689;0.82443;0.82699;1.00000,0.5653481614529282
train_08386,4,0.00000;0.08517;0.10442;0.19265;0.48088;0.69716;0.73658;0.81638;0.97345;1.00000,0.6660840778078985
train_08387,19,0.00000;0.04086;0.13574;0.37567;0.45145;0.60857;0.81024;0.85134;0.96680;1.00000,0.2008101375417392
train_08388,4,0.00000;0.14026;0.25703;0.26996;0.39765;0.44145;0.44428;0.55149;0.76206;1.00000,0.43064498082101665
train_08389,10,0.00000;0.02704;0.12129;0.58187;0.64842;0.84140;0.84395;0.90847;0.93577;1.00000,0.46943233609814017
train_08390,41,0.00000;0.00075;0.00899;0.04447;0.07513;0.23396;0.46209;0.46995;0.59464;1.00000,0.3664091008011494
train_08391,34,0.00000;0.01770;0.10244;0.26934;0.37047;0.61568;0.73992;0.77797;0.92643;1.00000,0.45261777718496643
train_08392,12,0.00000;0.03318;0.08570;0.24948;0.31158;0.49141;0.55010;0.57703;0.64492;1.00000,0.36781869540163903
train_08393,4,0.00000;0.07789;0.17050;0.26972;0.61395;0.65024;0.66797;0.81518;0.98579;1.00000,0.4017429691528464
train_08394,13,0.00000;0.08212;0.14082;0.31739;0.43260;0.82747;0.85467;0.91940;0.97551;1.00000,0.668942346243278
train_08395,13,0.00000;0.16801;0.18142;0.29815;0.31841;0.47454;0.65686;0.82457;0.88242;1.00000,0.565562573163312
train_08396,17,0.00000;0.00380;0.05427;0.22217;0.51306;0.52018;0.54407;0.70933;0.80269;1.00000,0.3727768742102832
train_08397,6,0.00000;0.01071;0.06073;0.18021;0.37563;0.43936;0.59910;0.87095;0.99334;1.00000,0.27430886194675136
train_08398,16,0.00000;0.05692;0.11617;0.15985;0.35266;0.63454;0.70552;0.72125;0.76256;1.00000,0.40861914950200967
train_08399,-1,0.00000;0.03322;0.11118;0.31317;0.42171;0.47007;0.61563;0.64065;0.72929;1.00000,0.44556854366027493
train_08400,41,0.00000;0.22856;0.38999;0.39214;0.40680;0.48265;0.60453;0.70659;0.90732;1.00000,0.22436889878029387
train_08401,-1,0.00000;0.02407;0.19622;0.23825;0.58422;0.70894;0.73562;0.93770;0.97672;1.00000,0.534517454616994
train_08402,3,0.00000;0.06052;0.08472;0.37762;0.54441;0.68414;0.71083;0.73088;0.78755;1.00000,0.6024239064608783
train_08403,45,0.00000;0.15475;0.36596;0.40137;0.45182;0.54816;0.61724;0.69944;0.70556;1.00000,0.4946900197002104
train_08404,8,0.00000;0.02971;0.14965;0.21092;0.27667;0.35061;0.50732;0.77638;0.98584;1.00000,0.6444983519042451
train_08405,6,0.00000;0.04159;0.06217;0.26136;0.27551;0.51850;0.73699;0.73966;0.83893;1.00000,0.643319239744543
train_08406,22,0.00000;0.10889;0.15946;0.22834;0.38781;0.62570;0.63935;0.94447;0.99243;1.00000,0.5326932898936353
train_08407,-1,0.00000;0.14025;0.38881;0.55299;0.60125;0.65307;0.75937;0.83306;0.97622;1.00000,0.22483055282438175
train_08408,-1,0.00000;0.04851;0.05629;0.15997;0.54495;0.89550;0.97100;0.97578;0.99583;1.00000,0.21639782706252997
train_08409,7,0.00000;0.02411;0.23220;0.27996;0.28590;0.66163;0.81720;0.84097;0.89532;1.00000,0.39816957482346416
train_08410,2,0.00000;0.02012;0.24739;0.53470;0.58191;0.60480;0.71095;0.80416;0.82736;1.00000,0.30843389747388583
train_08411,-1,0.00000;0.23485;0.42055;0.50665;0.50837;0.54402;0.56556;0.62435;0.97244;1.00000,0.4675890603177147
train_08412,4,0.00000;0.10216;0.11918;0.17947;0.25298;0.34337;0.78458;0.88185;0.89019;1.00000,0.6313672769595553
train_08413,43,0.00000;0.23569;0.25921;0.28043;0.40017;0.51217;0.68203;0.69076;0.71244;1.00000,0.544616340547944
train_08414,10,0.00000;0.26204;0.29851;0.44977;0.48318;0.53792;0.59747;0.64190;0.98829;1.00000,0.4567092360480226
train_08415,-1,0.00000;0.00477;0.01506;0.06806;0.40997;0.53507;0.55396;0.65464;0.99939;1.00000,0.7046309060365289
train_08416,16,0.00000;0.08492;0.16649;0.18674;0.25135;0.45277;0.62471;0.67180;0.68328;1.00000,0.582498928231976
train_08417,2,0.00000;0.10415;0.15091;0.26275;0.37322;0.91956;0.94637;0.95502;0.96764;1.00000,0.3484316562902444
train_08418,2,0.00000;0.03896;0.10228;0.35216;0.83991;0.88950;0.90279;0.95904;0.96598;1.00000,0.374125944476293
train_08419,-1,0.00000;0.01885;0.03594;0.22041;0.61273;0.71176;0.85706;0.98992;0.99733;1.00000,0.360841166680394
train_08420,33,0.00000;0.36297;0.37237;0.54802;0.62061;0.68215;0.83408;0.84736;0.94856;1.00000,0.3264325919447542
train_08421,3,0.00000;0.36333;0.37292;0.41399;0.50937;0.83027;0.86212;0.88777;0.93426;1.00000,0.3669034448844421
train_08422,5,0.00000;0.04585;0.23660;0.38556;0.43999;0.60566;0.70094;0.88272;0.94090;1.00000,0.6031230921032688
train_08423,45,0.00000;0.06728;0.37939;0.39087;0.49436;0.60837;0.75980;0.77646;0.92906;1.00000,0.5613731403758893
train_08424,42,0.00000;0.26303;0.36701;0.44699;0.53089;0.56524;0.75749;0.85317;0.95946;1.00000,0.4911161936955116
train_08425,21,0.00000;0.01880;0.05868;0.19632;0.32479;0.33929;0.43960;0.73875;0.93146;1.00000,0.4460582435901927
train_08426,-1,0.00000;0.04101;0.15605;0.29672;0.30966;0.54905;0.74165;0.82436;0.96289;1.00000,0.5860816683705495
train_08427,33,0.00000;0.08566;0.26592;0.28148;0.42312;0.85750;0.89056;0.96957;0.98096;1.00000,0.6607821316475254
train_08428,23,0.00000;0.09390;0.14045;0.15190;0.33421;0.46643;0.49816;0.60770;0.94213;1.00000,0.528403938257389
train_08429,29,0.00000;0.00253;0.27064;0.33587;0.47245;0.61305;0.73404;0.88418;0.98980;1.00000,0.5255327395223583
train_08430,9,0.00000;0.13041;0.16990;0.19230;0.34814;0.41394;0.44976;0.58948;0.94938;1.00000,0.5459978273732958
train_08431,-1,0.00000;0.09408;0.11911;0.24965;0.37334;0.38353;0.43064;0.66287;0.89674;1.00000,0.5047677535689856
train_08432,28,0.00000;0.15870;0.26231;0.41350;0.43480;0.58069;0.65137;0.68740;0.95587;1.00000,0.3501071855595583
train_08433,43,0.00000;0.10132;0.11438;0.20641;0.43267;0.47501;0.53874;0.83153;0.98099;1.00000,0.6031014052421232
train_08434,47,0.00000;0.20769;0.44577;0.46253;0.50543;0.54498;0.60726;0.69158;0.85721;1.00000,0.6880214615117535
train_08435,-1,0.00000;0.02868;0.15492;0.15535;0.20644;0.31130;0.47563;0.69511;0.72607;1.00000,0.28406240927609744
train_08436,-1,0.00000;0.01397;0.06548;0.11189;0.29086;0.40410;0.47708;0.75773;0.78508;1.00000,0.5457962800131394
train_08437,-1,0.00000;0.09868;0.10491;0.13798;0.18297;0.32622;0.39026;0.48384;0.79419;1.00000,0.5053610933982813
train_08438,18,0.00000;0.10225;0.23468;0.34144;0.36872;0.41577;0.57642;0.72468;0.82719;1.00000,0.6547091563154112
train_08439,9,0.00000;0.14709;0.37389;0.39868;0.70178;0.73293;0.76726;0.82311;0.91022;1.00000,0.5571160029954211
train_08440,41,0.00000;0.35045;0.54905;0.58588;0.59866;0.76377;0.80387;0.80644;0.95588;1.00000,0.45166962343781697
train_08441,27,0.00000;0.02189;0.52701;0.58039;0.60681;0.62275;0.79324;0.90604;0.95630;1.00000,0.49758709479813423
train_08442,16,0.00000;0.05210;0.22490;0.23763;0.27780;0.40817;0.57532;0.81909;0.94150;1.00000,0.5053032879021988
train_08443,-1,0.00000;0.03436;0.14280;0.26187;0.31848;0.34305;0.38187;0.56655;0.95966;1.00000,0.4142163985144598
train_08444,40,0.00000;0.07180;0.09197;0.46296;0.51604;0.54657;0.62767;0.84554;0.94962;1.00000,0.6067974787885189
train_08445,-1,0.00000;0.13628;0.14786;0.30887;0.33605;0.37306;0.64445;0.82780;0.98249;1.00000,0.5561824878026338
train_08446,-1,0.00000;0.07950;0.20125;0.25634;0.49505;0.62728;0.74756;0.76114;0.79523;1.00000,0.5535568417108536
train_08447,-1,0.00000;0.01255;0.16329;0.16744;0.36571;0.53116;0.59894;0.71807;0.81570;1.00000,0.5920111724876294
train_08448,10,0.00000;0.13912;0.20455;0.27187;0.48406;0.56022;0.76975;0.81591;0.89786;1.00000,0.4459732411142307
train_08449,-1,0.00000;0.21847;0.45645;0.53030;0.67680;0.68932;0.81596;0.91492;0.94942;1.00000,0.4667536575900257
train_08450,45,0.00000;0.09911;0.14053;0.14613;0.26617;0.45598;0.75942;0.81894;0.82171;1.00000,0.5345269271129085
train_08451,48,0.00000;0.00163;0.09623;0.11939;0.40896;0.65428;0.73192;0.74643;0.88680;1.00000,0.37186265584620115
train_08452,42,0.00000;0.00042;0.24634;0.29169;0.61432;0.68325;0.87209;0.96686;0.98041;1.00000,0.32846633796885855
train_08453,35,0.00000;0.17221;0.38162;0.42226;0.59699;0.82388;0.83991;0.86218;0.88056;1.00000,0.5696984315559481
train_08454,6,0.00000;0.19334;0.27067;0.28405;0.29332;0.30838;0.54996;0.84825;0.90079;1.00000,0.2535849196698762
train_08455,-1,0.00000;0.15578;0.18316;0.25213;0.25599;0.46336;0.54942;0.65803;0.95255;1.00000,0.43074773056532384
train_08456,30,0.00000;0.15163;0.21947;0.45993;0.51682;0.82365;0.84734;0.88526;0.96234;1.00000,0.5665571271938133
train_08457,-1,0.00000;0.01458;0.04838;0.22182;0.33217;0.59369;0.81482;0.84331;0.92893;1.00000,0.5590814057518844
train_08458,22,0.00000;0.04547;0.22003;0.53809;0.65355;0.69538;0.72128;0.73171;0.86738;1.00000,0.41263033781214914
train_08459,-1,0.00000;0.11910;0.12680;0.27435;0.31651;0.44528;0.74516;0.94530;0.99511;1.00000,0.6898599705380007
train_08460,28,0.00000;0.00821;0.13665;0.43574;0.44998;0.54915;0.57551;0.72209;0.75847;1.00000,0.4615089607014271
train_08461,13,0.00000;0.22428;0.28388;0.43827;0.53278;0.58248;0.73418;0.88795;0.88985;1.00000,0.6060120124468696
train_08462,44,0.00000;0.12626;0.12758;0.17581;0.41043;0.50874;0.65399;0.77380;0.84380;1.00000,0.5023607550025362
train_08463,-1,0.00000;0.03192;0.06316;0.12115;0.34480;0.45550;0.88936;0.97899;0.99387;1.00000,0.5395271500259465
train_08464,18,0.00000;0.06961;0.08174;0.17046;0.66879;0.72121;0.80508;0.89748;0.98869;1.00000,0.44625940294274813
train_08465,7,0.00000;0.01378;0.19559;0.33021;0.36819;0.46749;0.58272;0.64986;0.80762;1.00000,0.42605087652091267
train_08466,14,0.00000;0.07049;0.39773;0.47222;0.50293;0.51319;0.53252;0.64727;0.85900;1.00000,0.6371576716240891
train_08467,20,0.00000;0.04008;0.17348;0.20251;0.24746;0.53961;0.63883;0.66855;0.82290;1.00000,0.37365921518823286
train_08468,15,0.00000;0.26711;0.28979;0.44487;0.56955;0.57245;0.68675;0.83079;0.88003;1.00000,0.4245635748318723
train_08469,15,0.00000;0.31372;0.33385;0.40761;0.44946;0.78140;0.81254;0.84728;0.86806;1.00000,0.4309767278898276
train_08470,-1,0.00000;0.00327;0.09640;0.12551;0.22449;0.29476;0.47031;0.64417;0.70300;1.00000,0.5154677617393785
