id,c,mask
"10","5658, 2369, 403, 417, 3356, 417, 1014, 23187, 14578, 1383, 13, 891, 344, 3464, 3200, 1417, 15, 12148, 18648, 15, 17711, 368, 273, 1849, 247, 644, 13044, 1273, 247, 1646, 281, 6970, 4023, 13, 1390, 247, 12702, 285, 368, 13, 347, 1472, 891, 3698, 1907, 281, 521, 23639, 17279, 3386, 405, 12539, 1066, 1841, 2584, 619, 2454, 13, 326, 434, 15, 342, 512, 253, 15, 891, 2801, 871, 752, 273, 30513, 326, 13, 619, 32153, 434, 2352, 15813, 4581, 15, 285, 751, 13, 840, 13, 21259, 685, 344, 23727, 253, 16463, 273, 247, 38985, 434, 11323, 12916, 15, 521, 13, 521, 11233, 3564, 13237, 7318, 560, 1289, 7477, 2821, 15, 5890, 285, 7353, 432, 13, 776, 37111, 619, 25863, 19723, 2525, 15, 344, 13, 17086, 816, 247, 12662, 273, 3473, 15, 352, 310, 521, 2454, 594, 16088, 9513, 4864, 13, 12345, 281, 247, 10135, 387, 512, 13, 3812, 533, 352, 310, 8003, 15, 801, 265, 6559, 1598, 12680, 15","0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1"
"11","783, 5371, 359, 1472, 2444, 5570, 4821, 15, 342, 310, 326, 359, 359, 2868, 452, 627, 1491, 403, 432, 767, 2779, 24542, 8593, 326, 4973, 326, 627, 812, 310, 271, 320, 10522, 407, 17150, 31771, 8889, 15, 519, 4322, 11205, 387, 2146, 271, 556, 247, 34024, 3177, 327, 11526, 4544, 253, 3523, 4007, 273, 275, 6793, 9456, 253, 25536, 3054, 13, 612, 266, 3407, 13, 34570, 571, 15, 275, 359, 3578, 2868, 1897, 253, 8362, 285, 247, 323, 6519, 285, 387, 253, 253, 19915, 1484, 273, 436, 15, 79, 4322, 15, 253, 310, 3551, 432, 1563, 247, 5639, 17150, 1388, 15, 6003, 15, 253, 355, 4007, 2805, 28031, 556, 13, 310, 261, 13, 3095, 2010, 3081, 13, 3394, 359, 1053, 626, 12835, 871, 9355, 15, 533, 323, 253, 1897, 359, 1078, 9101, 597, 403, 285, 846, 841, 13, 533, 970, 5293, 347, 441, 11906, 390, 347, 7815, 13644, 347, 1929, 616, 347, 1444, 3993, 841, 767, 15, 1060, 13, 327, 253, 3216, 15","1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0"
"12","664, 5658, 480, 8163, 1472, 751, 326, 670, 2622, 1841, 512, 253, 1039, 1728, 3164, 15, 987, 15, 352, 352, 369, 5322, 434, 247, 14816, 13, 751, 1711, 13, 2167, 15, 2069, 323, 247, 1652, 344, 2372, 1014, 3261, 3965, 2167, 703, 20193, 13, 285, 344, 369, 574, 247, 1270, 8580, 15, 891, 11898, 670, 281, 564, 619, 25854, 2439, 253, 1481, 1533, 13, 432, 417, 4685, 479, 15, 352, 849, 703, 369, 1270, 24242, 281, 952, 15, 533, 891, 871, 369, 359, 41024, 812, 407, 352, 15, 352, 369, 1335, 320, 326, 1805, 2810, 685, 1146, 28714, 285, 285, 7562, 619, 871, 1016, 643, 594, 973, 247, 2564, 5956, 275, 619, 1533, 273, 327, 13862, 253, 11655, 891, 574, 11372, 15, 15","1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1"
"13","74, 5658, 1353, 1599, 247, 5882, 44715, 2312, 2722, 15, 275, 891, 634, 1849, 987, 2326, 281, 642, 4017, 4834, 1892, 285, 3668, 670, 634, 2021, 3780, 275, 776, 285, 253, 2208, 6153, 18818, 281, 35682, 374, 2109, 15129, 15, 816, 1053, 626, 634, 2028, 479, 11942, 987, 1053, 626, 5159, 15, 891, 281, 1211, 247, 5654, 1353, 417, 326, 15, 326, 310, 11339, 13, 6313, 30272, 21041, 1837, 285, 15, 12910, 7707, 432, 752, 891, 10017, 923, 15, 1024, 476, 891, 1060, 3063, 13, 755, 327, 342, 1077, 619, 3576, 9759, 15","1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0"
"14","1405, 3981, 3253, 310, 8261, 6689, 1694, 13, 2506, 626, 598, 285, 1056, 352, 326, 2206, 1039, 327, 13, 521, 285, 13427, 13, 891, 2819, 1158, 779, 275, 604, 253, 891, 2927, 497, 15, 533, 891, 513, 368, 878, 368, 15, 891, 778, 417, 13, 878, 368, 891, 323, 690, 1841, 13, 751, 3192, 619, 9921, 1537, 755, 390, 247, 1652, 34639, 10620, 342, 253, 1039, 952, 1555, 342, 479, 15, 479, 533, 1512, 891, 513, 878, 368, 275, 13, 8783, 984, 273, 643, 4088, 891, 513, 15, 1611, 891, 878, 368, 281, 4993, 281, 1379, 1557, 273, 1841, 479, 323, 368, 672, 15, 368, 1849, 644, 327, 891, 634, 476, 1211, 626, 1379, 323, 247, 1048, 673, 285, 1557, 273, 253, 4266, 958, 15, 310, 891, 368, 878, 368, 281, 320, 1053, 626, 627, 281, 1361, 878, 479, 8773, 479, 15, 891, 15, 878, 634, 891, 971, 6174, 368, 281, 1475, 878, 479, 13, 533, 479, 368, 281, 1056, 479, 1472, 1928, 4999, 247, 285, 2266, 3416, 7636, 15, 891, 13, 534, 310, 878, 634, 44151, 581, 281, 7522, 598, 619, 273, 2798, 253, 4606, 15, 923, 891, 2389, 13, 891, 878, 368, 368, 15, 9828, 15","0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1"
"15","6438, 326, 13, 619, 262, 4123, 28435, 7402, 342, 13, 29273, 619, 13, 4123, 285, 14187, 3981, 690, 625, 15, 891, 326, 369, 703, 6571, 7107, 15, 752, 812, 891, 1333, 891, 1904, 626, 4571, 971, 626, 7027, 15, 352, 434, 417, 751, 703, 281, 574, 3735, 320, 342, 352, 432, 11853, 479, 2010, 13, 10542, 390, 326, 3095, 13, 574, 2326, 326, 479, 342, 703, 344, 1226, 285, 891, 21023, 479, 812, 13, 285, 326, 703, 13292, 352, 15, 703, 369, 1239, 6108, 15, 253, 3000, 703, 326, 753, 326, 703, 891, 574, 3542, 4266, 15, 253, 760, 2181, 891, 574, 1677, 479, 812, 452, 753, 281, 1611, 285, 7027, 651, 452, 644, 281, 1333, 14512, 1078, 13, 533, 326, 5293, 326, 273, 352, 369, 2032, 703, 285, 326, 891, 369, 7960, 4028, 14459, 5082, 13, 626, 533, 642, 581, 320, 4933, 479, 1529, 275, 581, 616, 15, 987, 2564, 651, 594, 13, 452, 2455, 891, 6566, 326, 15, 891, 1339, 816, 574, 281, 617, 3553, 2454, 253, 15, 4112, 285, 2997, 5913, 9099, 1537, 1705, 15","0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0"
"16","783, 2858, 672, 22786, 2393, 858, 4131, 23993, 4720, 9974, 13, 5542, 253, 3394, 264, 273, 949, 253, 3497, 285, 253, 2360, 17735, 327, 617, 20802, 2927, 15, 1078, 2210, 512, 466, 38449, 28037, 285, 50206, 896, 275, 8005, 281, 617, 616, 13, 12371, 2139, 26282, 8789, 1411, 253, 3369, 253, 5101, 13, 369, 16116, 3560, 407, 247, 16846, 285, 247, 617, 2581, 387, 625, 27335, 4336, 253, 3430, 314, 6907, 15, 6874, 253, 14098, 3497, 762, 253, 326, 11372, 9268, 369, 5890, 24825, 387, 15, 253, 3174, 273, 617, 840, 13, 3722, 13, 417, 281, 253, 7591, 281, 755, 987, 2217, 273, 15, 352, 369, 840, 326, 703, 1016, 643, 13, 3395, 597, 1871, 6600, 1160, 2389, 273, 323, 253, 247, 8921, 2801, 1475, 617, 30781, 2626, 673, 327, 15, 253, 3722, 17190, 15, 352, 581, 5130, 1527, 13, 703, 369, 17377, 581, 273, 1066, 253, 387, 954, 253, 3168, 8335, 12680, 285, 15513, 273, 512, 466, 434, 1495, 285, 1119, 247, 703, 2266, 4430, 40981, 369, 264, 9995, 326, 1113, 77, 434, 689, 37928, 617, 4766, 1758, 15, 4136, 275, 617, 4600, 779, 278, 281, 40747, 3998, 1978, 598, 13, 352, 342, 2335, 617, 2825, 247, 4177, 1272, 1643, 9506, 281, 789, 2133, 562, 434, 878, 703, 3589, 626, 275, 281, 617, 1056, 1211, 598, 14098, 13, 323, 285, 247, 512, 1643, 1110, 15513, 7253, 703, 1871, 5262, 3815, 3356, 281, 4456, 15, 2139, 15","0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0"
"17","14743, 9453, 11373, 15, 703, 8344, 12506, 13, 368, 1472, 275, 323, 359, 247, 1555, 13, 1871, 7244, 703, 753, 15, 13, 359, 1849, 581, 273, 253, 2255, 9377, 1977, 432, 253, 1387, 1694, 690, 703, 1871, 1270, 644, 12958, 3551, 44096, 342, 285, 7428, 11608, 689, 15, 352, 281, 434, 441, 342, 247, 8580, 15, 260, 4174, 14260, 13, 78, 31301, 742, 703, 753, 10753, 13, 15, 891, 1353, 16867, 10798, 15, 359, 1472, 717, 90, 1469, 281, 452, 891, 690, 1821, 1353, 1060, 281, 19355, 5752, 441, 13, 627, 588, 320, 3958, 285, 436, 594, 327, 3128, 11608, 15, 619, 3331, 1663, 502, 13, 352, 1833, 320, 247, 10723, 1270, 673, 642, 3473, 281, 5181, 13, 1313, 533, 604, 368, 387, 253, 368, 5453, 971, 359, 497, 281, 13, 352, 434, 598, 387, 4321, 281, 13, 368, 15, 1904, 626, 703","1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0"
"18","1615, 253, 248, 673, 359, 3407, 7824, 479, 7320, 598, 281, 598, 275, 253, 253, 3369, 35664, 2761, 285, 25706, 15, 891, 3261, 562, 253, 891, 3543, 247, 1652, 1113, 3497, 13, 891, 2372, 751, 891, 369, 369, 327, 619, 5471, 1039, 43025, 15, 281, 253, 891, 9391, 3261, 689, 387, 480, 5811, 390, 1633, 15, 251, 816, 347, 344, 10511, 369, 665, 670, 281, 369, 1333, 2970, 562, 33969, 285, 3553, 273, 253, 1113, 323, 253, 7237, 13, 891, 4425, 594, 281, 344, 816, 1611, 285, 812, 1056, 779, 3297, 15, 1705, 891, 3534, 1475, 619, 1682, 285, 8580, 1339, 479, 562, 15, 344, 369, 15, 480, 247, 1077, 251, 1175, 2819, 5599, 13, 285, 10511, 344, 13, 574, 651, 644, 368, 751, 281, 594, 1705, 275, 5322, 281, 479, 253, 323, 247, 2644, 1652, 1223, 359, 476, 452, 1388, 1529, 5253, 15, 273, 891, 8995, 15, 891, 871, 627, 3260, 627, 403, 497, 247, 1643, 5662, 1841, 20321, 891, 1904, 275, 626, 871, 627, 326, 943, 390, 320, 2096, 670, 779, 1663, 285, 849, 344, 3260, 619, 1175, 285, 4651, 10652, 407, 13, 1024, 15, 533, 619, 512, 44873, 9255, 21507, 1663, 7636, 8995, 15, 891, 1313, 13, 619, 2927, 342, 521, 285, 787, 891, 6093, 3543, 751, 891, 2820, 281, 2770, 327, 3058, 521, 2970, 2567, 779, 281, 5194, 15, 15","0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1"
"19","28094, 67, 1507, 90, 15, 285, 277, 891, 403, 17707, 2427, 327, 4704, 281, 281, 5513, 326, 11585, 2720, 281, 13, 246, 9582, 278, 83, 434, 15, 277, 1728, 4202, 891, 17707, 3407, 369, 1146, 32083, 264, 281, 1379, 13, 689, 253, 359, 34034, 15, 452, 1119, 1293, 253, 3962, 15072, 2419, 2822, 253, 8958, 326, 11600, 285, 359, 2168, 452, 581, 246, 9582, 1335, 3174, 3078, 275, 281, 452, 247, 629, 253, 275, 253, 34034, 13, 253, 277, 12927, 895, 790, 15, 574, 278, 83, 2644, 15, 2798, 15376, 277, 17707, 46486, 521, 4475, 665, 5821, 326, 891, 369, 253, 11522, 617, 1682, 285, 760, 4327, 1481, 281, 275, 1408, 5165, 4345, 253, 34034, 15, 344, 5544, 326, 15, 253, 247, 2257, 273, 673, 1390, 285, 2341, 327, 2181, 1097, 359, 452, 4243, 281, 513, 574, 1078, 4783, 715, 326, 16116, 3733, 15, 673, 253, 3971, 891, 5262, 310, 1977, 873, 598, 432, 619, 849, 253, 34034, 588, 1429, 285, 667, 2341, 320, 281, 452, 247, 1495, 1408, 3345, 273, 275, 1146, 776, 247, 3101, 5928, 15, 285, 2444, 1060, 15","1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1"
"20","395, 13, 281, 320, 8274, 18043, 13, 891, 753, 671, 359, 452, 1833, 755, 644, 1907, 627, 794, 15, 13, 1349, 417, 335, 760, 342, 15, 368, 4456, 13, 533, 13, 352, 556, 644, 3240, 342, 436, 247, 11179, 4715, 13, 2793, 359, 347, 973, 476, 1091, 285, 15, 642, 673, 665, 651, 387, 512, 452, 1869, 588, 452, 4817, 326, 13, 253, 1533, 369, 594, 643, 2872, 533, 685, 9255, 432, 776, 432, 253, 8668, 15, 15865, 387, 1133, 13, 29116, 896, 281, 247, 7107, 534, 891, 3343, 13, 452, 281, 11476, 310, 344, 4821, 7777, 12302, 16280, 13, 665, 891, 5476, 6057, 849, 891, 1199, 5107, 323, 17040, 359, 1833, 452, 1353, 816, 2378, 359, 2970, 34456, 513, 281, 923, 755, 752, 1110, 22916, 896, 15, 403, 17197, 15","0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0"
"21","74, 74, 476, 24156, 626, 755, 689, 849, 13, 19082, 776, 604, 2954, 3780, 2455, 9010, 369, 436, 2181, 13, 849, 13, 1199, 673, 891, 816, 871, 326, 25262, 342, 617, 891, 13, 369, 8877, 285, 281, 2139, 891, 835, 891, 1353, 387, 1024, 1904, 15, 627, 369, 2717, 326, 626, 990, 1841, 891, 812, 19473, 342, 617, 15, 10902, 13, 513, 2119, 13, 390, 703, 7402, 1841, 476, 342, 479, 13, 513, 1024, 670, 352, 15, 533, 352, 434, 368, 436, 871, 752, 891, 26395, 1599, 15, 604, 368, 1053, 626, 1533, 13, 840, 359, 3153, 326, 275, 285, 627, 2097, 368, 1472, 434, 2717, 891, 327, 476, 617, 1930, 13, 285, 368, 476, 513, 11598, 745, 15, 281, 1818, 352, 15","1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1"
"22","376, 2520, 74, 17892, 521, 4318, 13, 369, 285, 7560, 275, 752, 521, 1495, 574, 1705, 253, 281, 13, 954, 18109, 10541, 25172, 344, 272, 812, 1364, 521, 6703, 7906, 254, 281, 258, 6002, 10679, 594, 272, 597, 812, 342, 320, 2825, 13, 11392, 987, 2432, 896, 874, 13, 285, 17927, 2068, 387, 779, 15, 352, 369, 3385, 356, 593, 1682, 15, 281, 344, 2183, 617, 344, 1904, 626, 755, 1557, 327, 342, 253, 7517, 15, 670, 8672, 13, 390, 703, 574, 253, 1491, 326, 344, 17238, 13, 390, 3058, 253, 43371, 281, 9043, 32480, 6977, 562, 273, 15, 5293, 273, 326, 369, 617, 1774, 281, 779, 15, 760, 617, 964","1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1"
